league,season,team,wins,losses,games,scored,allowed,close_wins,close_losses,close_games
NHL,1929,Toronto Maple Leafs,40,48,44,116,124,12,12,24
NHL,1929,Detroit Red Wings,34,54,44,117,133,10,12,22
NHL,1929,Ottawa Senators (1st),50,38,44,138,118,13,11,24
NHL,1929,Montreal Maroons,51,37,44,141,114,11.5,11.5,23
NHL,1929,Montreal Canadiens,51,37,44,142,114,11.5,10.5,22
NHL,1929,Pittsburgh Pirates,13,75,44,102,185,24,18,42
NHL,1929,New York Rangers,44,44,44,136,143,11,12,23
NHL,1929,Boston Bruins,77,11,44,179,98,17.5,3.5,21
NHL,1929,New York Americans,33,55,44,113,161,9.5,10.5,20
NHL,1929,Chicago Blackhawks,47,41,44,117,111,10.5,11.5,22
NHL,1930,Boston Bruins,62,26,44,143,90,13,9,22
NHL,1930,Ottawa Senators (1st),24,64,44,91,142,8,12,20
NHL,1930,Pittsburgh Pirates,12,76,44,76,184,24,15,39
NHL,1930,Toronto Maple Leafs,53,35,44,118,99,10.5,12.5,23
NHL,1930,Detroit Red Wings,39,49,44,102,105,10.5,13.5,24
NHL,1930,Montreal Canadiens,60,28,44,129,89,15,8,23
NHL,1930,Chicago Blackhawks,51,37,44,108,78,12.5,13.5,26
NHL,1930,New York Americans,46,42,44,76,74,15,12,27
NHL,1930,Montreal Maroons,46,42,44,105,106,15,9,24
NHL,1930,New York Rangers,47,41,44,106,87,9.5,13.5,23
NHL,1931,Detroit Red Wings,46,50,48,95,108,13,14,27
NHL,1931,Montreal Canadiens,57,39,48,128,111,11.5,10.5,22
NHL,1931,Toronto Maple Leafs,53,43,48,155,127,6.5,7.5,14
NHL,1931,Montreal Maroons,45,51,48,142,139,8.5,9.5,18
NHL,1931,New York Rangers,54,42,48,134,112,11,11,22
NHL,1931,Chicago Blackhawks,47,49,48,86,101,16.5,10.5,27
NHL,1931,Boston Bruins,42,54,48,122,117,10,15,25
NHL,1931,New York Americans,40,56,48,95,142,11,10,21
NHL,1932,Montreal Maroons,50,46,48,135,119,9,10,19
NHL,1932,Toronto Maple Leafs,54,42,48,119,111,11,10,21
NHL,1932,Detroit Red Wings,58,38,48,111,93,11,7,18
NHL,1932,Ottawa Senators (1st),32,64,48,88,131,9,14,23
NHL,1932,Montreal Canadiens,41,55,48,92,115,9.5,11.5,21
NHL,1932,Chicago Blackhawks,44,52,48,88,101,13,12,25
NHL,1932,Boston Bruins,58,38,48,124,88,16,9,25
NHL,1932,New York Americans,41,55,48,91,118,10.5,11.5,22
NHL,1932,New York Rangers,54,42,48,135,107,8,12,20
NHL,1933,Montreal Canadiens,50,46,48,99,101,14,9,23
NHL,1933,Toronto Maple Leafs,61,35,48,174,119,10.5,9.5,20
NHL,1933,Chicago Blackhawks,51,45,48,88,83,14.5,13.5,28
NHL,1933,Ottawa Senators (1st),32,64,48,115,143,7,15,22
NHL,1933,Montreal Maroons,49,47,48,117,122,15.5,10.5,26
NHL,1933,Detroit Red Wings,58,38,48,113,98,12,10,22
NHL,1933,Boston Bruins,41,55,48,111,130,11.5,10.5,22
NHL,1933,New York Rangers,50,46,48,120,113,10,15,25
NHL,1933,New York Americans,40,56,48,104,132,12,14,26
NHL,1934,Toronto Maple Leafs,64,32,48,157,111,14,8,22
NHL,1934,Ottawa Senators (1st),28,68,48,86,144,9,14,23
NHL,1934,Detroit Red Wings,45,51,48,127,114,8.5,14.5,23
NHL,1934,Montreal Maroons,53,43,48,123,92,8.5,13.5,22
NHL,1934,New York Americans,33,63,48,100,142,9.5,15.5,25
NHL,1934,Boston Bruins,58,38,48,129,112,14,9,23
NHL,1934,Montreal Canadiens,44,52,48,110,145,12,6,18
NHL,1934,New York Rangers,50,46,48,137,139,12,6,18
NHL,1934,Chicago Blackhawks,57,39,48,118,88,10.5,11.5,22
NHL,1935,Chicago Blackhawks,50,46,48,93,92,13,12,25
NHL,1935,Toronto Maple Leafs,52,44,48,126,106,13,12,25
NHL,1935,Detroit Red Wings,56,40,48,124,103,12,11,23
NHL,1935,Montreal Canadiens,33,63,48,82,123,10.5,15.5,26
NHL,1935,New York Rangers,50,46,48,91,96,18,13,31
NHL,1935,Montreal Maroons,54,42,48,114,106,17,14,31
NHL,1935,New York Americans,39,57,48,109,122,10.5,17.5,28
NHL,1935,Boston Bruins,50,46,48,92,83,15,14,29
NHL,1936,Chicago Blackhawks,35,61,48,99,131,7.5,15.5,23
NHL,1936,Toronto Maple Leafs,49,47,48,119,115,11.5,8.5,20
NHL,1936,Montreal Canadiens,54,42,48,115,111,15,7,22
NHL,1936,Detroit Red Wings,59,37,48,128,102,13.5,9.5,23
NHL,1936,Montreal Maroons,53,43,48,126,110,10.5,13.5,24
NHL,1936,New York Americans,34,62,48,122,161,7,13,20
NHL,1936,New York Rangers,47,49,48,117,106,10.5,13.5,24
NHL,1936,Boston Bruins,53,43,48,120,110,15.5,10.5,26
NHL,1937,Chicago Blackhawks,37,59,48,97,139,12.5,12.5,25
NHL,1937,Toronto Maple Leafs,57,39,48,151,127,9.5,9.5,19
NHL,1937,Montreal Maroons,30,66,48,101,149,7,11,18
NHL,1937,Detroit Red Wings,35,61,48,99,133,11.5,10.5,22
NHL,1937,Montreal Canadiens,49,47,48,123,128,13.5,10.5,24
NHL,1937,New York Rangers,60,36,48,149,96,8,13,21
NHL,1937,Boston Bruins,67,29,48,142,89,16.5,8.5,25
NHL,1937,New York Americans,49,47,48,110,111,9.5,12.5,22
NHL,1938,Toronto Maple Leafs,47,49,48,114,107,10.5,13.5,24
NHL,1938,Chicago Blackhawks,32,64,48,91,132,8,14,22
NHL,1938,Montreal Canadiens,39,57,48,115,146,11.5,12.5,24
NHL,1938,Detroit Red Wings,42,54,48,107,128,10,9,19
NHL,1938,New York Americans,44,52,48,119,157,13,10,23
NHL,1938,Boston Bruins,74,22,48,156,76,10,7,17
NHL,1938,New York Rangers,58,38,48,149,105,13,10,23
NHL,1939,Chicago Blackhawks,52,44,48,112,120,16,6,22
NHL,1939,Toronto Maple Leafs,56,40,48,134,110,9,10,19
NHL,1939,Montreal Canadiens,25,71,48,90,167,6.5,9.5,16
NHL,1939,Detroit Red Wings,38,58,48,90,126,8,11,19
NHL,1939,New York Rangers,64,32,48,136,77,9,12,21
NHL,1939,New York Americans,34,62,48,106,140,8,11,19
NHL,1939,Boston Bruins,67,29,48,170,98,8.5,5.5,14
NHL,1940,Toronto Maple Leafs,62,34,48,145,99,14,11,25
NHL,1940,Montreal Canadiens,38,58,48,121,147,11,13,24
NHL,1940,Detroit Red Wings,53,43,48,112,102,13.5,13.5,27
NHL,1940,Chicago Blackhawks,39,57,48,112,139,10.5,14.5,25
NHL,1940,Boston Bruins,67,29,48,168,102,15.5,10.5,26
NHL,1940,New York Americans,27,69,48,99,186,11.5,10.5,22
NHL,1940,New York Rangers,50,46,48,143,125,10,13,23
NHL,1941,Montreal Canadiens,39,57,48,134,173,7.5,10.5,18
NHL,1941,Toronto Maple Leafs,57,39,48,158,136,9.5,6.5,16
NHL,1941,Detroit Red Wings,42,54,48,140,147,9,12,21
NHL,1941,Chicago Blackhawks,47,49,48,145,155,10.5,10.5,21
NHL,1941,New York Americans,35,61,48,133,175,10.5,16.5,27
NHL,1941,New York Rangers,60,36,48,177,143,14,7,21
NHL,1941,Boston Bruins,56,40,48,160,118,13,11,24
NHL,1942,Montreal Canadiens,50,50,50,181,191,9,10,19
NHL,1942,Toronto Maple Leafs,53,47,50,198,159,7.5,12.5,20
NHL,1942,Detroit Red Wings,61,39,50,169,124,13.5,10.5,24
NHL,1942,Chicago Blackhawks,49,51,50,179,180,14.5,11.5,26
NHL,1942,New York Rangers,30,70,50,161,253,7,9,16
NHL,1942,Boston Bruins,57,43,50,195,176,11.5,9.5,21
NHL,1943,Montreal Canadiens,83,17,50,234,109,10.5,5.5,16
NHL,1943,Toronto Maple Leafs,50,50,50,214,174,3,7,10
NHL,1943,Detroit Red Wings,58,42,50,214,177,8,8,16
NHL,1943,Chicago Blackhawks,49,51,50,178,187,10.5,9.5,20
NHL,1943,New York Rangers,17,83,50,162,310,3.5,8.5,12
NHL,1943,Boston Bruins,43,57,50,223,268,8.5,5.5,14
NHL,1944,Montreal Canadiens,80,20,50,228,121,11,4,15
NHL,1944,Toronto Maple Leafs,52,48,50,183,161,10,10,20
NHL,1944,Detroit Red Wings,67,33,50,218,161,10.5,7.5,18
NHL,1944,Chicago Blackhawks,33,67,50,141,194,7.5,12.5,20
NHL,1944,New York Rangers,32,68,50,154,247,10,9,19
NHL,1944,Boston Bruins,36,64,50,179,219,5,11,16
NHL,1945,Boston Bruins,56,44,50,167,156,12,8,20
NHL,1945,Toronto Maple Leafs,45,55,50,174,185,9.5,10.5,20
NHL,1945,Montreal Canadiens,61,39,50,172,134,7.5,9.5,17
NHL,1945,Detroit Red Wings,50,50,50,146,159,13,7,20
NHL,1945,Chicago Blackhawks,53,47,50,200,178,8.5,10.5,19
NHL,1945,New York Rangers,35,65,50,144,191,8.5,13.5,22
NHL,1946,Detroit Red Wings,55,65,60,190,193,8.5,16.5,25
NHL,1946,Montreal Canadiens,78,42,60,189,138,17,13,30
NHL,1946,Toronto Maple Leafs,72,48,60,209,172,17,13,30
NHL,1946,Boston Bruins,63,57,60,190,175,13.5,10.5,24
NHL,1946,Chicago Blackhawks,42,78,60,193,274,7,9,16
NHL,1946,New York Rangers,50,70,60,167,186,11,12,23
NHL,1947,Detroit Red Wings,72,48,60,187,148,14,11,25
NHL,1947,Montreal Canadiens,51,69,60,147,169,9.5,12.5,22
NHL,1947,Toronto Maple Leafs,77,43,60,182,143,17.5,10.5,28
NHL,1947,Boston Bruins,59,61,60,167,168,11.5,12.5,24
NHL,1947,New York Rangers,55,65,60,176,201,11.5,12.5,24
NHL,1947,Chicago Blackhawks,46,74,60,195,225,8,13,21
NHL,1948,Detroit Red Wings,75,45,60,195,145,13.5,8.5,22
NHL,1948,Montreal Canadiens,65,55,60,152,126,9.5,15.5,25
NHL,1948,Toronto Maple Leafs,57,63,60,147,161,14.5,13.5,28
NHL,1948,Boston Bruins,66,54,60,178,163,12,10,22
NHL,1948,New York Rangers,47,73,60,133,172,10.5,11.5,22
NHL,1948,Chicago Blackhawks,50,70,60,173,211,10,11,21
NHL,1949,Detroit Red Wings,88,52,70,229,164,15,18,33
NHL,1949,Montreal Canadiens,77,63,70,172,150,16.5,13.5,30
NHL,1949,Toronto Maple Leafs,74,66,70,176,173,17,10,27
NHL,1949,Boston Bruins,60,80,70,198,228,14,18,32
NHL,1949,Chicago Blackhawks,54,86,70,203,244,8,12,20
NHL,1949,New York Rangers,67,73,70,170,189,13.5,12.5,26
NHL,1950,Detroit Red Wings,101,39,70,236,139,21.5,9.5,31
NHL,1950,Montreal Canadiens,65,75,70,173,184,13.5,17.5,31
NHL,1950,Toronto Maple Leafs,95,45,70,212,138,16.5,12.5,29
NHL,1950,Boston Bruins,62,78,70,178,197,16,16,32
NHL,1950,Chicago Blackhawks,36,104,70,171,280,9,20,29
NHL,1950,New York Rangers,61,79,70,169,201,17.5,18.5,36
NHL,1951,Montreal Canadiens,78,62,70,195,164,12,17,29
NHL,1951,Detroit Red Wings,100,40,70,215,133,19,15,34
NHL,1951,Toronto Maple Leafs,74,66,70,168,157,18,16,34
NHL,1951,Boston Bruins,66,74,70,162,176,17,15,32
NHL,1951,Chicago Blackhawks,43,97,70,158,241,11.5,14.5,26
NHL,1951,New York Rangers,59,81,70,192,219,17.5,17.5,35
NHL,1952,Montreal Canadiens,75,65,70,155,148,21.5,19.5,41
NHL,1952,Detroit Red Wings,90,50,70,222,133,11,15,26
NHL,1952,Toronto Maple Leafs,67,73,70,156,167,15.5,13.5,29
NHL,1952,Boston Bruins,69,71,70,152,172,19.5,13.5,33
NHL,1952,Chicago Blackhawks,69,71,70,169,175,9.5,15.5,25
NHL,1952,New York Rangers,50,90,70,152,211,16,16,32
NHL,1953,Montreal Canadiens,81,59,70,195,141,13.5,14.5,28
NHL,1953,Detroit Red Wings,88,52,70,191,132,18,12,30
NHL,1953,Toronto Maple Leafs,78,62,70,152,131,15,15,30
NHL,1953,Boston Bruins,74,66,70,177,181,19,16,35
NHL,1953,Chicago Blackhawks,31,109,70,133,242,8.5,17.5,26
NHL,1953,New York Rangers,68,72,70,161,182,19,18,37
NHL,1954,Montreal Canadiens,93,47,70,228,157,12.5,8.5,21
NHL,1954,Detroit Red Wings,95,45,70,204,134,22.5,9.5,32
NHL,1954,Toronto Maple Leafs,70,70,70,147,135,16,23,39
NHL,1954,Chicago Blackhawks,43,97,70,161,235,14.5,21.5,36
NHL,1954,Boston Bruins,67,73,70,169,188,18.5,17.5,36
NHL,1954,New York Rangers,52,88,70,150,210,12,16,28
NHL,1955,Montreal Canadiens,100,40,70,222,131,11,8,19
NHL,1955,Detroit Red Wings,76,64,70,183,148,15,17,32
NHL,1955,Chicago Blackhawks,50,90,70,155,216,10,12,22
NHL,1955,Toronto Maple Leafs,61,79,70,153,181,12.5,13.5,26
NHL,1955,Boston Bruins,59,81,70,147,185,10.5,13.5,24
NHL,1955,New York Rangers,74,66,70,204,203,13,8,21
NHL,1956,Boston Bruins,80,60,70,195,174,17,15,32
NHL,1956,Detroit Red Wings,88,52,70,198,157,21,13,34
NHL,1956,Chicago Blackhawks,47,93,70,169,225,11.5,21.5,33
NHL,1956,Montreal Canadiens,82,58,70,210,155,15,18,33
NHL,1956,Toronto Maple Leafs,57,83,70,174,192,18.5,19.5,38
NHL,1956,New York Rangers,66,74,70,184,227,21,17,38
NHL,1957,Chicago Blackhawks,55,85,70,163,202,15.5,18.5,34
NHL,1957,Montreal Canadiens,96,44,70,250,158,13,10,23
NHL,1957,Detroit Red Wings,70,70,70,176,207,17,15,32
NHL,1957,Toronto Maple Leafs,53,87,70,192,226,11.5,14.5,26
NHL,1957,Boston Bruins,69,71,70,199,194,12.5,16.5,29
NHL,1957,New York Rangers,77,63,70,195,188,19.5,14.5,34
NHL,1958,Chicago Blackhawks,69,71,70,197,208,13.5,13.5,27
NHL,1958,Montreal Canadiens,91,49,70,258,158,13.5,11.5,25
NHL,1958,Toronto Maple Leafs,65,75,70,189,201,11.5,15.5,27
NHL,1958,Boston Bruins,73,67,70,205,215,12.5,11.5,24
NHL,1958,Detroit Red Wings,58,82,70,167,218,10,10,20
NHL,1958,New York Rangers,64,76,70,201,217,13,12,25
NHL,1959,Chicago Blackhawks,69,71,70,191,180,9.5,16.5,26
NHL,1959,Montreal Canadiens,92,48,70,255,178,15,12,27
NHL,1959,Toronto Maple Leafs,79,61,70,199,195,14.5,8.5,23
NHL,1959,Boston Bruins,64,76,70,220,241,15,13,28
NHL,1959,Detroit Red Wings,67,73,70,186,197,18.5,16.5,35
NHL,1959,New York Rangers,49,91,70,187,247,11.5,17.5,29
NHL,1960,New York Rangers,54,86,70,204,248,10,16,26
NHL,1960,Chicago Blackhawks,75,65,70,198,180,14.5,13.5,28
NHL,1960,Montreal Canadiens,92,48,70,254,188,10,7,17
NHL,1960,Detroit Red Wings,66,74,70,195,215,16,11,27
NHL,1960,Toronto Maple Leafs,90,50,70,234,176,11,9,20
NHL,1960,Boston Bruins,43,97,70,176,254,10.5,15.5,26
NHL,1961,Boston Bruins,38,102,70,177,306,8,11,19
NHL,1961,Detroit Red Wings,60,80,70,184,219,13,12,25
NHL,1961,New York Rangers,64,76,70,195,207,13,15,28
NHL,1961,Montreal Canadiens,98,42,70,259,166,15,12,27
NHL,1961,Toronto Maple Leafs,85,55,70,232,180,14.5,11.5,26
NHL,1961,Chicago Blackhawks,75,65,70,217,186,13.5,15.5,29
NHL,1962,Chicago Blackhawks,81,59,70,194,178,18.5,12.5,31
NHL,1962,Boston Bruins,45,95,70,198,281,11.5,15.5,27
NHL,1962,New York Rangers,56,84,70,211,233,9,15,24
NHL,1962,Montreal Canadiens,79,61,70,225,183,15.5,17.5,33
NHL,1962,Toronto Maple Leafs,82,58,70,221,180,14,14,28
NHL,1962,Detroit Red Wings,77,63,70,200,194,19.5,13.5,33
NHL,1963,Boston Bruins,48,92,70,170,212,10,15,25
NHL,1963,Chicago Blackhawks,84,56,70,218,169,12,14,26
NHL,1963,Detroit Red Wings,71,69,70,191,204,15.5,10.5,26
NHL,1963,Montreal Canadiens,85,55,70,209,167,15.5,10.5,26
NHL,1963,Toronto Maple Leafs,78,62,70,192,172,13,14,27
NHL,1963,New York Rangers,54,86,70,186,242,12,14,26
NHL,1964,Boston Bruins,48,92,70,166,253,9,10,19
NHL,1964,New York Rangers,52,88,70,179,246,12,15,27
NHL,1964,Chicago Blackhawks,76,64,70,224,176,11,16,27
NHL,1964,Detroit Red Wings,87,53,70,224,175,12.5,8.5,21
NHL,1964,Montreal Canadiens,83,57,70,211,185,15.5,11.5,27
NHL,1964,Toronto Maple Leafs,74,66,70,204,173,14,13,27
NHL,1965,Montreal Canadiens,90,50,70,239,173,18,10,28
NHL,1965,Toronto Maple Leafs,79,61,70,208,187,12.5,10.5,23
NHL,1965,New York Rangers,47,93,70,195,261,12.5,14.5,27
NHL,1965,Detroit Red Wings,74,66,70,221,194,9,18,27
NHL,1965,Boston Bruins,48,92,70,174,275,9,9,18
NHL,1965,Chicago Blackhawks,82,58,70,240,187,12,11,23
NHL,1966,New York Rangers,72,68,70,188,189,15,11,26
NHL,1966,Boston Bruins,44,96,70,182,253,9,17,26
NHL,1966,Montreal Canadiens,77,63,70,202,188,14.5,14.5,29
NHL,1966,Toronto Maple Leafs,75,65,70,204,211,14.5,7.5,22
NHL,1966,Detroit Red Wings,58,82,70,212,241,4,9,13
NHL,1966,Chicago Blackhawks,94,46,70,264,170,12,10,22
NHL,1967,Pittsburgh Penguins,67,81,74,195,216,15.5,15.5,31
NHL,1967,Chicago Blackhawks,80,68,74,212,222,16,9,25
NHL,1967,Boston Bruins,84,64,74,259,216,14,10,24
NHL,1967,Cleveland Barons,47,101,74,153,219,10.5,17.5,28
NHL,1967,St. Louis Blues,70,78,74,177,191,19,18,37
NHL,1967,Montreal Canadiens,94,54,74,236,167,13,12,25
NHL,1967,Toronto Maple Leafs,76,72,74,209,176,9,18,27
NHL,1967,Los Angeles Kings,72,76,74,200,224,11,11,22
NHL,1967,Detroit Red Wings,66,82,74,245,257,11,16,27
NHL,1967,New York Rangers,90,58,74,226,183,13,13,26
NHL,1967,Philadelphia Flyers,73,75,74,173,179,15.5,10.5,26
NHL,1967,Dallas Stars,69,79,74,191,226,16.5,13.5,30
NHL,1968,Boston Bruins,100,52,76,303,221,14,11,25
NHL,1968,Chicago Blackhawks,77,75,76,280,246,6.5,14.5,21
NHL,1968,Cleveland Barons,69,83,76,219,251,20.5,12.5,33
NHL,1968,Pittsburgh Penguins,51,101,76,189,252,11.5,18.5,30
NHL,1968,St. Louis Blues,88,64,76,204,157,16,18,34
NHL,1968,Detroit Red Wings,78,74,76,239,221,13,12,25
NHL,1968,Toronto Maple Leafs,85,67,76,234,217,15.5,13.5,29
NHL,1968,New York Rangers,91,61,76,231,196,14.5,7.5,22
NHL,1968,Dallas Stars,51,101,76,189,270,12.5,15.5,28
NHL,1968,Los Angeles Kings,58,94,76,185,260,12,9,21
NHL,1968,Philadelphia Flyers,61,91,76,174,225,16.5,24.5,41
NHL,1968,Montreal Canadiens,103,49,76,271,202,13.5,9.5,23
NHL,1969,Montreal Canadiens,92,60,76,244,201,16,13,29
NHL,1969,Detroit Red Wings,95,57,76,246,199,16.5,14.5,31
NHL,1969,St. Louis Blues,86,66,76,224,179,11,14,25
NHL,1969,Dallas Stars,60,92,76,224,257,15,17,32
NHL,1969,Pittsburgh Penguins,64,88,76,182,238,14,12,26
NHL,1969,Boston Bruins,99,53,76,277,216,18.5,15.5,34
NHL,1969,Chicago Blackhawks,99,53,76,250,170,15.5,10.5,26
NHL,1969,Toronto Maple Leafs,71,81,76,222,242,13.5,13.5,27
NHL,1969,New York Rangers,92,60,76,246,189,17,13,30
NHL,1969,Cleveland Barons,58,94,76,169,243,16,14,30
NHL,1969,Los Angeles Kings,38,114,76,168,290,9,15,24
NHL,1969,Philadelphia Flyers,58,94,76,197,225,15,25,40
NHL,1970,Vancouver Canucks,56,100,78,229,296,11,11,22
NHL,1970,St. Louis Blues,87,69,78,223,208,21.5,12.5,34
NHL,1970,Detroit Red Wings,55,101,78,209,308,11.5,15.5,27
NHL,1970,Pittsburgh Penguins,62,94,78,221,240,12,21,33
NHL,1970,Philadelphia Flyers,73,83,78,207,225,18.5,16.5,35
NHL,1970,Boston Bruins,121,35,78,399,207,9.5,11.5,21
NHL,1970,Chicago Blackhawks,107,49,78,277,184,13.5,14.5,28
NHL,1970,Montreal Canadiens,97,59,78,291,216,14.5,12.5,27
NHL,1970,Toronto Maple Leafs,82,74,78,248,211,14,15,29
NHL,1970,New York Rangers,109,47,78,259,177,19.5,9.5,29
NHL,1970,Los Angeles Kings,63,93,78,239,303,10.5,10.5,21
NHL,1970,Buffalo Sabres,63,93,78,217,291,14.5,13.5,28
NHL,1970,Dallas Stars,72,84,78,191,223,18,19,37
NHL,1970,Cleveland Barons,45,111,78,199,320,5.5,11.5,17
NHL,1971,Vancouver Canucks,48,108,78,203,297,8,17,25
NHL,1971,Cleveland Barons,60,96,78,216,288,11,16,27
NHL,1971,Montreal Canadiens,108,48,78,307,205,18,11,29
NHL,1971,Detroit Red Wings,76,80,78,261,262,10,15,25
NHL,1971,St. Louis Blues,67,89,78,208,247,15.5,13.5,29
NHL,1971,Pittsburgh Penguins,66,90,78,220,258,12,16,28
NHL,1971,Boston Bruins,119,37,78,330,204,17.5,6.5,24
NHL,1971,Chicago Blackhawks,107,49,78,256,166,14.5,14.5,29
NHL,1971,Buffalo Sabres,51,105,78,203,289,16.5,17.5,34
NHL,1971,New York Rangers,109,47,78,317,192,12.5,10.5,23
NHL,1971,Los Angeles Kings,49,107,78,206,305,6.5,12.5,19
NHL,1971,Dallas Stars,86,70,78,212,191,17,17,34
NHL,1971,Toronto Maple Leafs,80,76,78,209,208,19,11,30
NHL,1971,Philadelphia Flyers,66,90,78,200,236,15,15,30
NHL,1972,Montreal Canadiens,120,36,78,329,184,18,12,30
NHL,1972,Toronto Maple Leafs,64,92,78,247,279,10,14,24
NHL,1972,Detroit Red Wings,86,70,78,265,243,11,10,21
NHL,1972,New York Islanders,30,126,78,170,347,5,16,21
NHL,1972,Vancouver Canucks,53,103,78,233,339,12.5,10.5,23
NHL,1972,St. Louis Blues,76,80,78,233,251,18,13,31
NHL,1972,Pittsburgh Penguins,73,83,78,257,265,9.5,16.5,26
NHL,1972,Chicago Blackhawks,93,63,78,284,225,9.5,10.5,20
NHL,1972,Boston Bruins,107,49,78,330,235,12.5,6.5,19
NHL,1972,Buffalo Sabres,88,68,78,257,219,15,11,26
NHL,1972,New York Rangers,102,54,78,297,208,15,8,23
NHL,1972,Dallas Stars,85,71,78,254,230,14.5,13.5,28
NHL,1972,Philadelphia Flyers,85,71,78,296,256,15.5,15.5,31
NHL,1972,Calgary Flames,65,91,78,191,239,15.5,17.5,33
NHL,1972,Los Angeles Kings,73,83,78,232,245,10.5,12.5,23
NHL,1972,Cleveland Barons,48,108,78,213,323,11,16,27
NHL,1973,Dallas Stars,63,93,78,235,275,14.5,13.5,28
NHL,1973,Toronto Maple Leafs,86,70,78,274,230,16,17,33
NHL,1973,New York Rangers,94,62,78,300,251,13,13,26
NHL,1973,Calgary Flames,74,82,78,214,238,17,14,31
NHL,1973,Boston Bruins,113,43,78,349,221,14.5,9.5,24
NHL,1973,Los Angeles Kings,78,78,78,233,231,15,13,28
NHL,1973,Cleveland Barons,36,120,78,195,342,9,17,26
NHL,1973,Philadelphia Flyers,112,44,78,273,164,22,13,35
NHL,1973,Montreal Canadiens,99,57,78,293,240,17.5,11.5,29
NHL,1973,Pittsburgh Penguins,65,91,78,242,273,9.5,17.5,27
NHL,1973,New York Islanders,56,100,78,182,247,16,20,36
NHL,1973,Detroit Red Wings,68,88,78,255,319,13,13,26
NHL,1973,St. Louis Blues,64,92,78,206,248,14,17,31
NHL,1973,Buffalo Sabres,76,80,78,242,250,18,16,34
NHL,1973,Chicago Blackhawks,105,51,78,272,164,15.5,19.5,35
NHL,1973,Vancouver Canucks,59,97,78,224,296,15.5,15.5,31
NHL,1974,New York Rangers,88,72,80,319,276,14,15,29
NHL,1974,Montreal Canadiens,113,47,80,374,225,17.5,15.5,33
NHL,1974,Vancouver Canucks,86,74,80,271,254,15,14,29
NHL,1974,Dallas Stars,53,107,80,221,341,10.5,11.5,22
NHL,1974,Detroit Red Wings,58,102,80,259,335,12,19,31
NHL,1974,Cleveland Barons,51,109,80,212,316,8.5,12.5,21
NHL,1974,Toronto Maple Leafs,78,82,80,280,309,16,12,28
NHL,1974,Philadelphia Flyers,113,47,80,293,181,15.5,10.5,26
NHL,1974,Buffalo Sabres,113,47,80,354,240,13.5,11.5,25
NHL,1974,New York Islanders,88,72,80,264,221,18,18,36
NHL,1974,Pittsburgh Penguins,89,71,80,326,289,14.5,13.5,28
NHL,1974,Chicago Blackhawks,82,78,80,268,241,12,14,26
NHL,1974,Boston Bruins,94,66,80,345,245,11,13,24
NHL,1974,Washington Capitals,21,139,80,181,446,3.5,9.5,13
NHL,1974,St. Louis Blues,84,76,80,269,267,19,13,32
NHL,1974,Calgary Flames,83,77,80,243,233,20.5,15.5,36
NHL,1974,Los Angeles Kings,105,55,80,269,185,15.5,14.5,30
NHL,1974,New Jersey Devils,41,119,80,184,328,11.5,15.5,27
NHL,1975,Washington Capitals,32,128,80,224,394,6,13,19
NHL,1975,New York Rangers,67,93,80,262,333,11.5,6.5,18
NHL,1975,New Jersey Devils,36,124,80,190,351,12,9,21
NHL,1975,Calgary Flames,82,78,80,262,237,12,14,26
NHL,1975,Montreal Canadiens,127,33,80,337,174,20.5,10.5,31
NHL,1975,Detroit Red Wings,62,98,80,226,300,12,14,26
NHL,1975,Dallas Stars,47,113,80,195,303,6.5,17.5,24
NHL,1975,Philadelphia Flyers,118,42,80,348,209,15,9,24
NHL,1975,Boston Bruins,113,47,80,313,237,16.5,12.5,29
NHL,1975,Buffalo Sabres,105,55,80,339,240,12.5,11.5,24
NHL,1975,New York Islanders,101,59,80,297,190,15.5,16.5,32
NHL,1975,Pittsburgh Penguins,82,78,80,339,303,11,16,27
NHL,1975,Toronto Maple Leafs,83,77,80,294,276,15.5,12.5,28
NHL,1975,Chicago Blackhawks,82,78,80,254,261,16,15,31
NHL,1975,Vancouver Canucks,81,79,80,271,272,19.5,15.5,35
NHL,1975,St. Louis Blues,72,88,80,249,290,9,14,23
NHL,1975,Los Angeles Kings,85,75,80,263,265,13.5,11.5,25
NHL,1975,Cleveland Barons,65,95,80,250,278,11.5,17.5,29
NHL,1976,Washington Capitals,62,98,80,221,307,13,18,31
NHL,1976,New Jersey Devils,54,106,80,226,307,10,18,28
NHL,1976,New York Rangers,72,88,80,272,310,17,15,32
NHL,1976,Pittsburgh Penguins,81,79,80,240,252,16.5,13.5,30
NHL,1976,Cleveland Barons,63,97,80,240,292,12.5,15.5,28
NHL,1976,Philadelphia Flyers,112,48,80,323,213,14,12,26
NHL,1976,Detroit Red Wings,41,119,80,183,309,10.5,14.5,25
NHL,1976,St. Louis Blues,73,87,80,239,276,14.5,11.5,26
NHL,1976,Calgary Flames,80,80,80,264,265,15,17,32
NHL,1976,Montreal Canadiens,132,28,80,387,171,15,8,23
NHL,1976,Boston Bruins,106,54,80,312,240,15,9,24
NHL,1976,New York Islanders,106,54,80,288,193,18,12,30
NHL,1976,Dallas Stars,64,96,80,240,310,18,15,33
NHL,1976,Toronto Maple Leafs,81,79,80,301,285,11.5,13.5,25
NHL,1976,Buffalo Sabres,104,56,80,301,220,13,15,28
NHL,1976,Chicago Blackhawks,63,97,80,240,298,13.5,13.5,27
